id,video_date,score,name
89,2011,10,Lift Yr. Skinny Fists Like Antennas to Heaven!
90,2015,10,Hounds of Love
91,2015,10,To Pimp a Butterfly
92,2018,10,KIDS SEE GHOSTS
93,2018,10,The Miseducation of Lauryn Hill
94,2022,10,Physical Graffiti
95,2021,10,Sinner Get Ready
96,2012,10,Madvillainy
97,2022,10,What’s Going On
98,2022,10,Master of Puppets
99,2013,10,Bitches Brew
100,2012,10,In the Aeroplane Over the Sea
101,2022,10,Nina Simone Sings the Blues
102,2022,10,Nevermind
103,2014,10,Purple Rain
104,2022,10,It Takes a Nation of Millions to Hold Us Back
105,2021,10,The Turning Wheel
106,2014,10,To Be Kind
107,2019,10,Toxicity
108,2017,10,Remain in Light
109,2022,10,Marquee Moon
110,2024,10,Abbey Road
111,2022,10,London Calling
112,2011,10,Enter the Wu‐Tang (36 Chambers)
113,2016,9,We Got It From Here… Thank You 4 Your Service
114,2018,9,2012–2017
115,2013,9,Teethed Glory & Injury
116,2023,9,Fountain Baby
117,2021,9,KicK iii
118,2014,9,pom pom
119,2023,9,We Buy Diabetic Test Strips
120,2022,9,Hostile Architecture
121,2025,9,Only Dust Remains
122,2012,9,BBNG2
123,2011,9,Gloss Drop
124,2011,9,"Hot Sauce Committee, Part Two"
125,2014,9,The Satanist
126,2024,9,Lives Outgrown
127,2017,9,4eva Is a Mighty Long Time
128,2011,9,Return of 4Eva
129,2022,9,Dragon New Warm Mountain I Believe in You
130,2026,9,My Days of 58
131,2022,9,Ants From Up There
132,2020,9,Peaceful as Hell
133,2022,9,Hellfire
134,2020,9,Miles: From an Interlude Called Life
135,2017,9,SATURATION
136,2026,9,My Ghosts Go Ghost
137,2019,9,Charli
138,2024,9,She Reaches Out to She Reaches Out to She
139,2010,9,Business Casual
140,2024,9,Maze Envy
141,2020,9,Visions of Bodies Being Burned
142,2014,9,CLPPNG
143,2022,9,God Don’t Make Mistakes
144,2016,9,Atrocity Exhibition
145,2016,9,★ [Blackstar]
146,2018,9,Year of the Snitch
147,2016,9,Bottomless Pit
148,2015,9,The Powers That B
149,2011,9,Kaputt
150,2011,9,Towards the Megalith
151,2012,9,Natural History
152,2017,9,Pure Comedy
153,2012,9,The Idler Wheel Is Wiser Than the Driver of the Screw and Whipping Cords Will Serve You More Than Ropes Will Ever Do
154,2015,9,M3LL155X
155,2025,9,EUSEXUA
156,2011,9,Helplessness Blues
157,2021,9,Promises
158,2014,9,Piñata
159,2024,9,The New Sound
160,2015,9,Meliora
161,2010,9,A Sufi and a Killer
162,2021,9,Plastic Beach
163,2018,9,Idol
164,2014,9,Plowing Into the Field of Love
165,2018,9,Joy as an Act of Resistance.
166,2025,9,Goldstar
167,2021,9,By the Time I Get to Phoenix
168,2024,9,No Name
169,2018,9,Boarding House Reach
170,2025,9,Revengeseekerz
171,2023,9,HELLMODE
172,2020,9,What’s Your Pleasure?
173,2022,9,The Forever Story
174,2026,9,To Whom This May Concern
175,2021,9,LP!
176,2023,9,SCARING THE HOES
177,2015,9,Have You in My Wilderness
178,2024,9,The Thief Next to Jesus
179,2015,9,The Epic
180,2024,9,GNX
181,2012,9,"good kid, m.A.A.d city"
182,2024,9,You Won’t Go Before You’re Supposed To
183,2023,9,Did you know that there’s a tunnel under Ocean Blvd
184,2020,9,Song for Our Daughter
185,2024,9,Patterns in Repeat
186,2010,9,This Is Happening
187,2019,9,CALIGULA
188,2019,9,GREY Area
189,2010,9,Throat
190,2019,9,H.A.Q.Q.
191,2023,9,93696
192,2023,9,Oh Me Oh My
193,2024,9,Imaginal Disk
194,2019,9,Coin Coin Chapter Four: Memphis
195,2025,9,"Magic, Alive!"
196,2023,9,Beloved! Paradise! Jazz!?
197,2013,9,Fetch
198,2017,9,A Crow Looked at Me
199,2010,9,Unsilent Death
200,2022,9,De todas las flores
201,2017,9,Mouth Moods
202,2012,9,Ondatrópica
203,2025,9,Sinister Grift
204,2018,9,Wide Awake!
205,2012,9,Put Your Back N 2 It
206,2022,9,Baby
207,2018,9,ION
208,2024,9,SCRAPYARD
209,2013,9,…Like Clockwork
210,2019,9,2020
211,2021,9,Henki
212,2017,9,RINA
213,2023,9,Lahai
214,2022,9,Marchita
215,2022,9,Diaspora Problems
216,2021,9,Daddy’s Home
217,2023,9,Javelin
218,2017,9,Common as Light and Love Are Red Valleys of Blood
219,2014,9,Benji
220,2016,9,The Glowing Man
221,2010,9,The Way Out
222,2013,9,Shaking the Habitual
223,2024,9,A Dream Is All We Know
224,2015,9,Citizen Zombie
225,2013,9,Virgins
226,2020,9,"Last Year Was Weird, Vol. 2"
227,2012,9,TNGHT
228,2025,9,Fairyland Codex
229,2019,9,IGOR
230,2024,9,Cutting the Throat of God
231,2024,9,American Standard
232,2024,9,Only God Was Above Us
233,2022,9,Cave World
234,2019,9,Titanic Rising
235,2010,9,Public Strain
236,2016,9,Plays the Music of Twin Peaks
237,2019,9,Girl With Basket of Fruit
238,2019,9,ITEKOMA HITS
239,2020,9,アダンの風
240,2023,8,"10,000 gecs"
241,2014,8,Fuck Off Get Free We Pour Light on Everything
242,2011,8,Live.Love.A$AP
243,2012,8,Control System
244,2011,8,Abzu
245,2012,8,Rare Chandeliers
246,2014,8,Ghettoville
247,2021,8,Imperative Imperceptible Impulse
248,2022,8,White Trash Revelry
249,2024,8,Bright Future
250,2020,8,songs
251,2025,8,Black Hole Superette
252,2016,8,The Impossible Kid
253,2019,8,Malibu Ken
254,2011,8,93 Million Miles
255,2020,8,2017–2019
256,2010,8,Marrow of the Spirit
257,2025,8,The Spiritual Sound
258,2015,8,Sound & Color
259,2019,8,Miami Memory
260,2017,8,Forced Witness
261,2017,8,The Underside of Power
262,2015,8,Algiers
263,2012,8,An Awesome Wave
264,2017,8,Antisocialites
265,2019,8,Little Electric Chicken Heart
266,2023,8,Me chama de gato que eu sou sua
267,2019,8,[USA]
268,2018,8,Oxnard
269,2011,8,Knife Man
270,2018,8,You’re Not Alone
271,2016,8,MY WOMAN
272,2018,8,Dead Magic
273,2025,8,Tether
274,2023,8,My Back Was a Bridge for You to Cross
275,2014,8,Connecticut Casual
276,2024,8,Connecticut Casual: Chapter 2
277,2018,8,Collapse EP
278,2010,8,The Suburbs
279,2010,8,ÞÞÞÞÞÞÞÞÞÞÞ
280,2022,8,age/sex/location
281,2019,8,"thank u, next"
282,2017,8,Dedicated to Bobby Jameson
283,2010,8,Before Today
284,2013,8,Race Music
285,2018,8,Paraffin
286,2021,8,Haram
287,2024,8,Night Reign
288,2014,8,Labyrinth Constellation
289,2022,8,Artificial Brain
290,2015,8,GUUD
291,2013,8,Exai
292,2023,8,"Ashes, Organs, Blood and Crypts"
293,2022,8,Morbidity Triumphant
294,2020,8,God Has Nothing to Do With This Leave Him Out of It
295,2022,8,His Happiness Shall Come First Even Though We Are Suffering
296,2021,8,I LIE HERE BURIED WITH MY RINGS AND MY DRESSES
297,2025,8,DeBÍ TiRAR MáS FOToS
298,2011,8,BBNG
299,2015,8,Purple
300,2010,8,Cerulean
301,2013,8,Clash the Truth
302,2012,8,Bloom
303,2022,8,Once Twice Melody
304,2022,8,Tana Talk 4
305,2016,8,Lemonade
306,2022,8,RENAISSANCE
307,2019,8,HOMECOMING: THE LIVE ALBUM
308,2024,8,COWBOY CARTER
309,2012,8,4eva N a Day
310,2014,8,Eighteen Hours of Static
311,2016,8,Before a Million Universes
312,2013,8,Dream River
313,2019,8,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?"
314,2017,8,Known Unknowns
315,2012,8,History Will Absolve Me
316,2022,8,Aethiopes
317,2019,8,Hiding Places
318,2023,8,Maps
319,2015,8,Vulnicura
320,2012,8,Sentenced to Life
321,2021,8,For the First Time
322,2025,8,Forever Howlong
323,2021,8,Forever in Your Heart
324,2022,8,Forget Your Own Face
325,2021,8,Cavalcade
326,2019,8,Schlagenheim
327,2013,8,No Poison No Paradise
328,2018,8,"Streams of Thought, Vol. 1"
329,2022,8,Crest
330,2010,8,Penny Sparkle
331,2024,8,Absolute Elsewhere
332,2018,8,Negro Swan
333,2021,8,The Color Blu(e)
334,2024,8,Love (the) Ominous World
335,2019,8,A Long Red Hot Los Angeles Summer Night
336,2023,8,Bad News
337,2020,8,Manger on McNichols
338,2025,8,"SABLE, fABLE"
339,2010,8,Satan Worshipping Doom
340,2020,8,NO
341,2014,8,VI: Flora
342,2010,8,Small Craft on a Milk Sea
343,2020,8,POST HUMAN: SURVIVAL HORROR
344,2024,8,What Now
345,2019,8,GINGER
346,2017,8,SATURATION III
347,2021,8,"ROADRUNNER: NEW LIGHT, NEW MACHINE"
348,2017,8,SATURATION II
349,2013,8,General Dome
350,2012,8,Truant / Rough Sleeper
351,2012,8,Kindred
352,2014,8,Perfect Hair
353,2013,8,Melophobia
354,2013,8,The Eulogy
355,2025,8,Heavy Metal
356,2016,8,Teens of Denial
357,2018,8,Twin Fantasy (Face to Face)
358,2014,8,Boy
359,2016,8,E•MO•TION: Side B
360,2023,8,"Desire, I Want to Turn Into You"
361,2019,8,Pang
362,2015,8,The Anthropocene Extinction
363,2010,8,Rohnert Park
364,2020,8,how i’m feeling now
365,2016,8,Vroom Vroom
366,2022,8,Topical Dancer
367,2024,8,Cool World
368,2022,8,God’s Country
369,2025,8,In the Earth Again
370,2022,8,Too Much to Ask
371,2024,8,It’s Sorted
372,2013,8,Pain Is Beauty
373,2015,8,Abyss
374,2011,8,Ἀποκάλυψις
375,2020,8,Ungodly Hour
376,2020,8,Starting Over
377,2012,8,Possession
378,2024,8,Diamond Jubilee
379,2015,8,No Now
380,2013,8,midcity
381,2016,8,Splendor & Misery
382,2019,8,There Existed an Addiction to Blood
383,2012,8,Attack on Memory
384,2017,8,Forever
385,2020,8,Underneath
386,2011,8,"New History Warfare, Volume 2: Judges"
387,2023,8,When We Were That What Wept for the Sea
388,2015,8,Never Were the Way She Was
389,2013,8,Comadre
390,2016,8,Ruminations
391,2012,8,All We Love We Leave Behind
392,2017,8,The Dusk in Us
393,2026,8,Love Is Not Enough
394,2020,8,From King to a GOD
395,2011,8,Dwellings
396,2011,8,Idle Labor
397,2016,8,Beyond the Fleeting Gales
398,2011,8,In Love With Oblivion
399,2011,8,Oneirology
400,2018,8,The Light Is Leaving Us All
401,2015,8,Every Hero Needs a Villain
402,2014,8,Black Messiah
403,2013,8,6ix Commandments
404,2013,8,Random Access Memories
405,2020,8,Mystic Familiar
406,2022,8,Cheat Codes
407,2013,8,Drone Logic
408,2022,8,You Belong There
409,2012,8,Silent Hour / Golden Mile
410,2019,8,uknowhatimsayin¿
411,2011,8,XXX
412,2025,8,Stardust
413,2019,8,Sizzling
414,2013,8,Psychic
415,2010,8,"Sit Down, Man"
416,2010,8,Daughters
417,2018,8,Cubafonía
418,2025,8,Cabin in the Sky
419,2025,8,Lonely People With Power
420,2013,8,Sunbather
421,2014,8,Black Metal
422,2017,8,Outrage! Is Now
423,2011,8,Exmilitary
424,2012,8,No Love Deep Web
425,2024,8,You Like Music
426,2022,8,Darklife
427,2021,8,Faith in Persona
428,2012,8,Drought
429,2020,8,Future Teenage Cave Artists
430,2025,8,Noble and Godlike in Ruin
431,2021,8,"Actually, You Can"
432,2010,8,Halcyon Digest
433,2019,8,ZUU
434,2024,8,"King of the Mischievous South, Vol. 2"
435,2022,8,Melt My Eyez See Your Future
436,2018,8,TA13OO
437,2016,8,Imperial
438,2020,8,UNLOCKED
439,2015,8,Poison Season
440,2010,8,Special Affections
441,2010,8,Mount Wittenberg Orca
442,2020,8,Home Body
443,2014,8,Lifer
444,2020,8,My Agenda
445,2019,8,Flamboyant
446,2015,8,If You’re Reading This It’s Too Late
447,2011,8,Elephants at the Door
448,2017,8,Wrong One to Fuck With
449,2018,8,Some Rap Songs
450,2025,8,Live Laugh Love
451,2017,8,Reflections of a Floating World
452,2011,8,Elmatic
453,2025,8,Perverts
454,2015,8,Get to Heaven
455,2015,8,"I Love You, Honeybear"
456,2023,8,Girl With Fish
457,2017,8,Pleasure
458,2011,8,Unlearn.
459,2021,8,Palais d’argile
460,2022,8,CAPRISONGS
461,2025,8,EUSEXUA
462,2014,8,LP1
463,2013,8,BetterOffDEAD
464,2017,8,Crack‐Up
465,2024,8,Cascade
466,2019,8,Hi This Is Flume
467,2010,8,Cosmogramma
468,2010,8,Pattern+Grid World
469,2014,8,You’re Dead!
470,2023,8,But Here We Are
471,2017,8,Compassion
472,2022,8,fawn
473,2013,8,We Are the 21st Century Ambassadors of Peace & Magic
474,2012,8,Take the Kids Off Broadway
475,2016,8,Blonde
476,2018,8,Endless
477,2022,8,$oul $old $eparately
478,2019,8,Bandana
479,2020,8,Alfredo
480,2014,8,Full of Hell · Merzbow
481,2024,8,People Who Aren’t There Anymore
482,2013,8,How to Stop Your Brain in an Accident
483,2025,8,gutta child
484,2025,8,Rock Doido
485,2023,8,3D Country
486,2025,8,Getting Killed
487,2026,8,The Pleasure is Yours
488,2021,8,Smiling with No Teeth
489,2023,8,STRUGGLER
490,2023,8,Ooh Rap I Ya
491,2018,8,Prequelle
492,2011,8,Opus Eponymous
493,2010,8,Apollo Kids
494,2013,8,Twelve Reasons to Die
495,2011,8,Transmission Zero
496,2011,8,Giles Corey
497,2010,8,All Day
498,2014,8,Broken Ankles
499,2010,8,Ring
500,2012,8,’ALLELUJAH! DON’T BEND! ASCEND!
501,2016,8,Pleiades’ Dust
502,2013,8,Colored Sands
503,2020,8,"Song Machine, Season One: Strange Timez"
504,2026,8,The Mountain
505,2022,8,The Loser
506,2024,8,As Grande As
507,2023,8,"i was mature for my age, but i was still a child"
508,2017,8,GT Ultra
509,2018,8,Twisted Crystal
510,2025,8,You’re Weird Now
511,2020,8,"Women in Music, Pt. III"
512,2025,8,Nested in Tangles
513,2014,8,The Unnatural World
514,2011,8,Time Is Up
515,2026,8,the apple tree under the sea
516,2018,8,Orpheus vs. The Sirens
517,2010,8,Snakes for the Divine
518,2012,8,De Vermis Mysteriis
519,2015,8,Luminiferous
520,2024,8,Cometh the Storm
521,2012,8,Nehru Jackets
522,2018,8,Hate Music Last Time Delete EP
523,2020,8,West of Eden
524,2025,8,Tomorrow We Escape
525,2019,8,The Fall of Hobo Johnson
526,2012,8,Holograms
527,2011,8,Holy Ghost!
528,2025,8,Soft Spot
529,2015,8,Painted Shut
530,2018,8,"Bark Your Head Off, Dog"
531,2020,8,The Common Task
532,2025,8,Phonetics On and On
533,2012,8,kin
534,2017,8,Uyai
535,2011,8,New Brigade
536,2013,8,You’re Nothing
537,2026,8,e.t.d.s. A Mixtape by .idk.
538,2025,8,Life is Violence
539,2017,8,Brutalism
540,2020,8,Ultra Mono
541,2014,8,Prayer For Terrene
542,2018,8,Clear Tamei
543,2024,8,Tidal Memory Exo
544,2017,8,Neō Wax Bloom
545,2015,8,Chinese Nü Yr
546,2021,8,Let Me Do One More
547,2020,8,Alphaville
548,2018,8,Vile Luxury
549,2014,8,From All Purity
550,2025,8,A City Drowned in God’s Black Tears
551,2016,8,Floss
552,2015,8,Live From The Dentist Office
553,2021,8,Friends That Break Your Heart
554,2026,8,Trying Times
555,2010,8,The ArchAndroid
556,2018,8,Dirty Computer
557,2017,8,4:44
558,2021,8,Heaux Tales
559,2018,8,Everything’s Fine
560,2015,8,We Cool?
561,2021,8,SKA DREAM
562,2016,8,WORRY.
563,2020,8,NO DREAM
564,2022,8,BOTHERED / UNBOTHERED
565,2023,8,The Gray in Between
566,2023,8,That! Feels Good!
567,2018,8,DiCaprio 2
568,2025,8,God Does Like Ugly
569,2015,8,Divers
570,2023,8,I’ve Got Me
571,2022,8,I Love You Jennifer B
572,2017,8,All-Amerikkkan Bada$$
573,2015,8,B4.DA.$$
574,2024,8,NO HANDS
575,2012,8,ƒIN
576,2013,8,Immunity
577,2019,8,All My Heroes Are Cornballs
578,2018,8,Veteran
579,2024,8,I LAY DOWN MY LIFE FOR YOU
580,2018,8,Firepower
581,2018,8,Aviary
582,2013,8,Loud City Song
583,2024,8,Something in the Room She Moves
584,2013,8,The Night’s Gambit
585,2016,8,Honor Killed the Samurai
586,2018,8,Isolation
587,2018,8,ye
588,2018,8,The Life of Pablo
589,2023,8,Why Does the Earth Give Us People to Love?
590,2012,8,Alone Together
591,2017,8,Take Me Apart
592,2015,8,Success
593,2011,8,Section.80
594,2016,8,untitled unmastered.
595,2022,8,Mr. Morale & the Big Steppers
596,2022,8,LOUIE
597,2016,8,Bonito Generation
598,2018,8,Time ’n’ Place
599,2023,8,Glockoma 2
600,2010,8,Shit Computer
601,2012,8,R.A.P. Music
602,2022,8,AMERICAN GURL
603,2024,8,The Collective
604,2022,8,Laminated Denim
605,2023,8,"PetroDragonic Apocalypse; or, Dawn of Eternal Night: An Annihilation of Planet Earth and the Beginning of Merciless Damnation"
606,2019,8,Infest the Rats’ Nest
607,2016,8,Nonagon Infinity
608,2017,8,Flying Microtonal Banana
609,2023,8,Space Heavy
610,2020,8,Man Alive!
611,2019,8,Return to Center
612,2017,8,Bravado
613,2022,8,Crystalline Exhaustion
614,2024,8,Inorganic Rites
615,2012,8,Years Past Matter
616,2013,8,Wakin on a Pretty Daze
617,2013,8,Meir
618,2011,8,Kvelertak
619,2025,8,Kyle Gordon Is Wonderful
620,2021,8,Fatigue
621,2011,8,Wildlife
622,2014,8,Trouble in Paradise
623,2019,8,Norman Fucking Rockwell!
624,2010,8,Homeland
625,2022,8,Shape Up
626,2016,8,Spirit Phone
627,2015,8,Scar Sighted
628,2015,8,Blood
629,2020,8,Lianne La Havas
630,2014,8,Mess
631,2020,8,Miss Colombia
632,2019,8,Sonic Citadel
633,2015,8,Third Side of Tape
634,2011,8,Ritual Union
635,2025,8,Lotus
636,2021,8,Sometimes I Might Be Introvert
637,2011,8,Aesthethica
638,2020,8,Origin of the Alimonies
639,2019,8,Cuz I Love You
640,2024,8,Ultra 85
641,2012,8,I.V.
642,2012,8,Galaxy Garden
643,2018,8,Time
644,2021,8,HEY WHAT
645,2010,8,Holkham Drones
646,2024,8,Samurai
647,2022,8,Drill Music in Zion
648,2024,8,CAROUSEL FROM HELL
649,2020,8,Circles
650,2025,8,Balloonerism
651,2023,8,Swimming
652,2024,8,#RICHAXXHAITIAN
653,2021,8,Mercurial World
654,2010,8,Memphis
655,2026,8,URGH
656,2013,8,Blood Donation
657,2016,8,Strangers
658,2019,8,"Modern Flows, Vol. 2"
659,2025,8,Pain to Power
660,2016,8,Ritual Spirit
661,2011,8,Coin Coin Chapter One: Gens de couleur libres
662,2020,8,The Consuming Flame: Open Exercises in Group Form
663,2019,8,Plastic Anniversary
664,2016,8,Ultimate Care II
665,2012,8,Beams
666,2022,8,Meridian Brothers & El Grupo Renacimiento
667,2020,8,Cumbia siglo XXI
668,2010,8,Congratulations
669,2024,8,Loss of Life
670,2018,8,Little Dark Age
671,2024,8,Songs About You Specifically
672,2014,8,The Water[s]
673,2025,8,"goodbye, world!"
674,2023,8,Burning Desire
675,2025,8,Something Beautiful
676,2011,8,I Wish My Brother Rob Was Here
677,2015,8,so the flies don’t come
678,2013,8,Things That Happen at Day // Things That Happen at Night
679,2023,8,The Land Is Inhospitable and So Are We
680,2025,8,Pirouette
681,2023,8,Dogsbody
682,2011,8,"Hardcore Will Never Die, but You Will"
683,2010,8,Special Moves
684,2023,8,Autopoiética
685,2025,8,Femme fatale
686,2016,8,Jumalten aika
687,2020,8,True Opera
688,2024,8,The Great Bailout
689,2021,8,BRASS
690,2024,8,Night Palace
691,2012,8,Results
692,2014,8,Murmur
693,2013,8,m b v
694,2012,8,Silencing Machine
695,2024,8,Every Bridge Burning
696,2016,8,You Will Never Be One of Us
697,2015,8,Apex Predator – Easy Meat
698,2022,8,King’s Disease III
699,2021,8,King’s Disease II
700,2025,8,Cancionera
701,2020,8,"Un canto por México, vol. 1"
702,2018,8,"Musas: Un homenaje al folclore latinoamericano en manos de Los Macorinos, vol. 2"
703,2011,8,Natural Child
704,2023,8,Ways of Knowing
705,2025,8,The Sword & The Soaring
706,2014,8,Mouth Sounds
707,2014,8,Mouth Silence
708,2016,8,Fires Within Fires
709,2026,8,An Undying Love for a Burning World
710,2024,8,Silence Is Loud
711,2016,8,Skeleton Tree
712,2021,8,CARNAGE
713,2011,8,Space Is Only Noise
714,2020,8,Cenizas
715,2025,8,I Love My Computer
716,2017,8,Not the Actual Events
717,2016,8,Telefone
718,2018,8,Room 25
719,2025,8,The Passionate Ones
720,2024,8,Why Lawd?
721,2011,8,Abhorrent Evolution
722,2013,8,Lousy With Sylvianbriar
723,2022,8,Free LSD
724,2010,8,First Four EPs
725,2017,8,Orc
726,2023,8,GUTS
727,2015,8,Garden of Delete
728,2011,8,Replica
729,2025,8,Tranquilizer
730,2017,8,Brick Body Kids Still Daydream
731,2014,8,Dark Comedy
732,2015,8,A Special Episode Of
733,2015,8,Sun Coming Down
734,2017,8,Thin Black Duke
735,2017,8,Heartless
736,2015,8,Autumn Eternal
737,2014,8,Roads to the North
738,2021,8,…And Again Into the Light
739,2023,8,This Is Why
740,2025,8,They Left Me With A Gun
741,2025,8,They Left Me With The Sword
742,2014,8,Biggie Apple
743,2020,8,Set My Heart on Fire Immediately
744,2014,8,Too Bright
745,2017,8,No Shape
746,2020,8,Punisher
747,2012,8,dripping
748,2021,8,GUMBO’!
749,2023,8,Heaven knows
750,2011,8,Let England Shake
751,2018,8,New Levels New Devils
752,2011,8,Poor Lily
753,2016,8,Paradise
754,2020,8,I Disagree
755,2024,8,SMILE! :D
756,2021,8,Nurture
757,2012,8,Portico Quartet
758,2016,8,Preoccupations
759,2017,8,Caustic
760,2019,8,Originals
761,2017,8,1992 Deluxe
762,2013,8,PEEP: The Aprocalypse
763,2025,8,Attempted Martyr
764,2017,8,Relatives in Descent
765,2015,8,Frozen Niagara Falls
766,2019,8,Morbid Stuff
767,2019,8,Purple Mountains
768,2022,8,It’s Almost Dry
769,2018,8,DAYTONA
770,2025,8,"Vanisher, Horizon Scraper"
771,2017,8,"Being You Is Great, I Wish I Could Be You More Often"
772,2019,8,Guns
773,2020,8,Innocent Country 2
774,2020,8,purple moonlight pages
775,2016,8,A Moon Shaped Pool
776,2017,8,Laila’s Wisdom
777,2010,8,LP4
778,2014,8,So It Goes
779,2012,8,On Acid
780,2016,8,Remember Us to Life
781,2011,8,Rhythmatic Eternal King Supreme
782,2024,8,Big Ideas
783,2023,8,SAVED!
784,2017,8,Peasant
785,2022,8,The Ruby Cord
786,2020,8,SAWAYAMA
787,2017,8,Los ángeles
788,2018,8,EL MAL QUERER
789,2020,8,RTJ4
790,2013,8,Run the Jewels
791,2016,8,Run the Jewels 3
792,2014,8,Run the Jewels 2
793,2017,8,Process
794,2013,8,Silence Yourself
795,2011,8,SBTRKT
796,2018,8,All at Once
797,2011,8,Valhalla Dancehall
798,2021,8,Rainbow Bridge 3
799,2020,8,Shabrang
800,2023,8,Hood Hottest Princess
801,2011,8,Black Up
802,2017,8,Soul of a Woman
803,2013,8,Laid Out
804,2016,8,Body War
805,2017,8,First Opus
806,2019,8,"A Quiet Farwell, 2016–2018"
807,2026,8,Half Blood
808,2015,8,Key Markets
809,2018,8,The Sciences
810,2021,8,Madison
811,2021,8,TYRON
812,2023,8,UGLY
813,2019,8,Nothing Great About Britain
814,2010,8,New Chain
815,2022,8,Luv 4 Rent
816,2013,8,Soft Will
817,2023,8,Super Snõõper
818,2025,8,Worldwide
819,2023,8,April Mixtape 3
820,2012,8,Narrow
821,2016,8,A Seat at the Table
822,2018,8,Your Queen Is a Reptile
823,2018,8,OIL OF EVERY PEARL’S UN‐INSIDES
824,2015,8,PRODUCT
825,2025,8,MAD!
826,2025,8,Portrait of My Heart
827,2022,8,Everything Was Beautiful
828,2012,8,Sweet Heart Sweet Light
829,2023,8,The Lamb as Effigy
830,2023,8,O Monolith
831,2011,8,Strange Mercy
832,2014,8,Lord Steppington
833,2013,8,Scratch 'n Sniff
834,2020,8,Heavy Is the Head
835,2016,8,End Position
836,2016,8,A Sailor’s Guide to Earth
837,2022,8,Natural Brown Prom Queen
838,2010,8,All Delighted People EP
839,2025,8,Carrie & Lowell
840,2021,8,A Beginner’s Mind
841,2025,8,The Film
842,2019,8,Pyroclasts
843,2012,8,Engine Room
844,2010,8,Urgency
845,2016,8,The Long Dark Blue
846,2012,8,The Seer
847,2022,8,SOS
848,2012,8,Lonerism
849,2023,8,Hive Mind Narcosis
850,2014,8,Sacred White Noise
851,2012,8,Made Possible
852,2025,8,"No Rain, No Flowers"
853,2025,8,VII
854,2024,8,What a Fucking Nightmare
855,2019,8,Trust in the Lifeforce of the Deep Mystery
856,2022,8,Hyper‐Dimensional Expansion Beam
857,2013,8,One of Us Is the Killer
858,2016,8,Feelin Kinda Free
859,2013,8,I See Seaweed
860,2010,8,The Drums
861,2012,8,The Odds
862,2020,8,American Head
863,2015,8,The Documentary 2.5
864,2012,8,Breakthrough
865,2013,8,Excavation
866,2019,8,The Highwomen
867,2023,8,We’re Still Here
868,2025,8,The Hives Forever Forever the Hives
869,2016,8,Scum With Boundaries
870,2020,8,Little Dominiques Nosebleed
871,2024,8,Prelude to Ecstasy
872,2023,8,Everything Harmony
